id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
13823,Pre-K,Male,White,2.67,Yes,Yes,Other,English,0,0,0,1
13824,11th Grade,Female,Black,2.67,Yes,Yes,Emotional Disturbance,English,0,0,0,4
13825,10th Grade,Female,Hispanic,3,No,Yes,Speech/Language Impairments,Spanish,0,0,0,2
13826,Pre-K,Female,White,3,No,No,Not Applicable,English,0,0,0,2
13827,3rd Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,4
13828,4th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
13829,6th Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,3
13830,Pre-K,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,0
13831,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
13832,Pre-K,Female,Black,3.67,Yes,No,Not Applicable,English,0,0,0,1
13833,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
13834,10th Grade,Male,Pacific Islander,2.33,Yes,No,Not Applicable,English,0,0,0,2
13835,3rd Grade,Female,Hispanic,2.67,No,Yes,Autism,English,0,0,0,5
13836,10th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
13837,11th Grade,Female,Black,3.33,No,No,Not Applicable,Other,,,,24
13838,12th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
13839,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
13840,Kindergarten,Male,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,1
13841,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,1,4
13842,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
13843,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,0
13844,4th Grade,Female,Black,3,No,No,Not Applicable,Vietnamese,0,0,0,0
13845,Kindergarten,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,0
13846,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
13847,8th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,4
13848,6th Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,Spanish,0,0,0,5
13849,5th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
13850,8th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
13851,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
13852,11th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,1
13853,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
13854,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,1,2
13855,6th Grade,,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,0
13856,Kindergarten,Male,Black,2.67,Yes,No,Not Applicable,Arabic,0,0,0,1
13857,5th Grade,Female,Asian,2.67,Yes,No,Not Applicable,Spanish,0,0,0,2
13858,5th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,1
13859,12th Grade,Female,Hispanic,3,No,No,Not Applicable,English,,,,37
13860,Pre-K,Male,White,2.67,No,No,Not Applicable,English,0,0,2,4
13861,4th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,1
13862,5th Grade,Male,White,2.67,No,No,Not Applicable,English,1,1,1,8
13863,7th Grade,Male,Multi-racial,2,Yes,No,Not Applicable,English,0,0,0,2
13864,Pre-K,Male,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,1
13865,6th Grade,Male,White,2.67,Yes,Yes,Autism,English,0,0,1,1
13866,5th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,2
13867,3rd Grade,Male,Multi-racial,3,No,No,Not Applicable,English,0,0,0,1
13868,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,4
13869,7th Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
13870,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
13871,4th Grade,Female,White,2.33,No,Yes,Specific Learning Disability,English,0,0,0,2
13872,11th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,1,1
13873,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
13874,3rd Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,1
13875,8th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
13876,11th Grade,Male,,3,Yes,No,Not Applicable,English,0,0,0,4
13877,9th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
13878,Pre-K,Female,White,3,No,No,Not Applicable,English,0,0,0,2
13879,8th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,0
13880,9th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
13881,6th Grade,Male,Black,3,Yes,No,Not Applicable,English,,,,44
13882,12th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,English,0,0,0,4
13883,9th Grade,Male,Black,2.67,No,Yes,Specific Learning Disability,English,0,0,0,2
13884,3rd Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,,,,18
13885,1st Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
13886,3rd Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
13887,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,2
13888,9th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
13889,8th Grade,Male,White,2.33,Yes,Yes,Other,Spanish,0,0,0,1
13890,7th Grade,Female,Black,3,No,No,Not Applicable,Other,0,0,0,0
13891,7th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,1,1
13892,5th Grade,Female,White,3.33,No,Yes,Intellectual Disability,English,0,0,0,1
13893,9th Grade,Male,White,2.67,No,Yes,Intellectual Disability,Spanish,0,0,0,0
13894,7th Grade,Female,White,2.33,Yes,No,Not Applicable,English,1,1,1,12
13895,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,2
13896,Pre-K,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
13897,9th Grade,Male,Asian,2.67,Yes,No,Not Applicable,English,2,2,1,7
13898,Kindergarten,Female,White,3.33,Yes,Yes,Emotional Disturbance,English,0,0,0,3
13899,6th Grade,Male,White,3.33,No,Yes,Developmental Delay,English,0,0,0,0
13900,7th Grade,Female,White,3,No,Yes,Autism,Other,0,0,0,2
13901,8th Grade,Female,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,3
13902,2nd Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
13903,11th Grade,Female,Hispanic,3,No,No,Not Applicable,Other,0,0,0,1
13904,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,1,2
13905,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
13906,12th Grade,Female,White,3.33,Yes,No,Not Applicable,Other,0,0,0,1
13907,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
13908,Kindergarten,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
13909,11th Grade,Male,Black,2,Yes,Yes,Other,English,0,0,0,0
13910,6th Grade,Male,Asian,3,No,No,Not Applicable,English,0,0,0,1
13911,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
13912,12th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,0
13913,9th Grade,Female,White,3.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
13914,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
13915,6th Grade,Female,Black,3,No,Yes,Developmental Delay,English,0,0,0,3
13916,4th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
13917,2nd Grade,Female,Pacific Islander,3.33,No,No,Not Applicable,English,0,0,0,2
13918,5th Grade,Female,Multi-racial,3,No,No,Not Applicable,English,0,0,0,0
13919,3rd Grade,Male,White,3,No,Yes,Intellectual Disability,English,,,,37
13920,6th Grade,Female,Black,3.67,Yes,Yes,Specific Learning Disability,English,,,,58
13921,Kindergarten,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
13922,11th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
13923,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
13924,12th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
13925,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
13926,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
13927,7th Grade,Female,Hispanic,2.33,No,No,Not Applicable,Other,0,0,0,1
13928,10th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
13929,12th Grade,Male,White,3,Yes,Yes,Intellectual Disability,English,0,0,0,0
13930,4th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,0
13931,11th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,3
13932,3rd Grade,Male,White,3,Yes,No,Not Applicable,Spanish,1,1,10,7
13933,3rd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,1
13934,7th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,0
13935,Kindergarten,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,1
13936,Pre-K,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,1,5
13937,1st Grade,Male,White,2,Yes,Yes,Other,English,0,0,0,2
13938,11th Grade,Female,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,2
13939,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
13940,2nd Grade,Female,Asian,3.33,No,No,Not Applicable,Other,0,0,0,4
13941,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
13942,7th Grade,Female,White,3.33,No,No,Not Applicable,Spanish,0,0,0,2
13943,Pre-K,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,0
13944,4th Grade,Female,White,3,Yes,Yes,Other,Spanish,0,0,0,1
13945,8th Grade,Female,White,3,No,Yes,Other,English,0,0,0,3
13946,6th Grade,Male,Hispanic,2,No,No,Not Applicable,English,0,0,0,1
13947,10th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,1
13948,8th Grade,Male,Asian,2.67,Yes,No,Not Applicable,English,0,0,0,1
13949,11th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,5
13950,5th Grade,Male,White,2.33,No,No,Not Applicable,Other,0,0,0,1
13951,7th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,2
13952,5th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
13953,8th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
13954,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
13955,9th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,5
13956,Pre-K,Female,White,2.33,Yes,Yes,Autism,English,0,0,1,4
13957,5th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,0
13958,12th Grade,Male,Hispanic,2.33,Yes,Yes,Autism,English,0,0,0,2
13959,8th Grade,Female,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
13960,4th Grade,Female,White,3.33,No,No,Not Applicable,Other,0,0,0,5
13961,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,1
13962,11th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,1,1
13963,Pre-K,Female,White,2.33,No,No,Not Applicable,English,0,0,0,4
13964,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
13965,4th Grade,Female,Hispanic,2.67,No,No,Not Applicable,Other,1,1,1,6
13966,4th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,1
13967,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,Other,,,,7
13968,11th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,,,,7
13969,4th Grade,Female,Black,3.33,No,Yes,Speech/Language Impairments,English,0,0,0,1
13970,8th Grade,Female,Black,2,No,Yes,Intellectual Disability,English,5,4,1,6
13971,12th Grade,Male,Hispanic,3.33,No,Yes,Speech/Language Impairments,English,0,0,0,1
13972,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,0,0,0,4
13973,Kindergarten,Male,Black,3.67,Yes,No,Not Applicable,Chinese,0,0,0,1
13974,Pre-K,Male,White,3,No,Yes,Developmental Delay,Other,0,0,0,1
13975,7th Grade,Male,White,2.67,No,Yes,Developmental Delay,English,0,0,0,1
13976,Kindergarten,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
13977,4th Grade,Female,Hispanic,3,No,Yes,Specific Learning Disability,English,0,0,0,1
13978,Kindergarten,Female,White,2.33,No,No,Not Applicable,English,0,0,0,4
13979,12th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,1
13980,Kindergarten,Male,White,2.33,Yes,No,Not Applicable,English,0,0,1,1
13981,5th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,5
13982,6th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,1
13983,Kindergarten,Male,Native,2.33,Yes,No,Not Applicable,English,0,0,0,0
13984,10th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
13985,5th Grade,Male,Black,3,Yes,No,Not Applicable,Spanish,1,1,3,9
13986,9th Grade,Male,White,3,No,Yes,Emotional Disturbance,English,0,0,0,2
13987,4th Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,1
13988,Pre-K,Male,White,2.67,Yes,Yes,Autism,English,0,0,0,0
13989,10th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
13990,1st Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,1,3
13991,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
13992,9th Grade,Female,Hispanic,3.33,No,No,Not Applicable,Spanish,0,0,0,1
13993,Pre-K,Female,White,1.67,Yes,No,Not Applicable,English,0,0,0,1
13994,9th Grade,Female,White,2.67,No,No,Not Applicable,English,,,,6
13995,10th Grade,Male,,3,No,No,Not Applicable,English,2,2,1,6
13996,1st Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,2
13997,7th Grade,Male,Black,3,No,No,Not Applicable,Spanish,0,0,0,1
13998,6th Grade,Male,White,3.67,No,No,Not Applicable,Spanish,0,0,0,2
13999,6th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
14000,4th Grade,Female,White,2.33,Yes,No,Not Applicable,Other,0,0,0,5
14001,9th Grade,Female,White,2.33,No,No,Not Applicable,English,1,1,9,6
14002,9th Grade,Male,Hispanic,3.33,No,No,Not Applicable,Chinese,0,0,0,1
14003,9th Grade,Female,Asian,2.67,Yes,No,Not Applicable,Other,2,2,3,13
14004,6th Grade,Male,White,3,Yes,No,Not Applicable,German,0,0,0,1
14005,10th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,0
14006,6th Grade,Female,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,1
14007,12th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
14008,6th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
14009,3rd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
14010,9th Grade,Male,White,2.33,No,No,Not Applicable,Spanish,0,0,0,3
14011,Kindergarten,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
14012,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,5
14013,5th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,0
14014,Kindergarten,Female,White,2.33,No,No,Not Applicable,English,0,0,0,2
14015,5th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,0
14016,9th Grade,Female,Black,2.67,Yes,No,Not Applicable,Other,1,1,3,7
14017,8th Grade,,White,2.33,No,No,Not Applicable,Spanish,0,0,0,4
14018,6th Grade,Male,Black,3,No,Yes,Emotional Disturbance,English,0,0,0,1
14019,6th Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,4
14020,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14021,Pre-K,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,4
14022,7th Grade,Male,White,3.33,No,Yes,Specific Learning Disability,English,0,0,0,2
14023,7th Grade,Female,,3,Yes,No,Not Applicable,English,3,11,9,8
14024,2nd Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,1,4
14025,4th Grade,Female,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,0
14026,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
14027,4th Grade,Female,White,2.33,No,Yes,Specific Learning Disability,English,0,0,0,4
14028,11th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,0
14029,8th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
14030,10th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
14031,Kindergarten,Male,White,2,No,No,Not Applicable,English,0,0,0,5
14032,2nd Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
14033,1st Grade,Female,Black,3,Yes,No,Not Applicable,English,2,2,1,6
14034,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14035,12th Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,4
14036,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
14037,3rd Grade,Female,Hispanic,3,No,No,Not Applicable,Chinese,0,0,0,2
14038,6th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,2
14039,3rd Grade,Male,White,2.33,No,No,Not Applicable,English,1,7,12,9
14040,10th Grade,Male,White,3.67,No,No,Not Applicable,English,0,0,0,3
14041,7th Grade,Female,White,3.33,No,No,Not Applicable,English,1,1,1,7
14042,4th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
14043,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
14044,11th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,5
14045,3rd Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,0
14046,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
14047,5th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,3
14048,1st Grade,Male,Hispanic,2.33,No,Yes,Intellectual Disability,English,0,0,0,4
14049,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
14050,Pre-K,Female,White,3,Yes,No,Not Applicable,Other,1,1,5,9
14051,5th Grade,Male,White,2,No,No,Not Applicable,Spanish,0,0,0,1
14052,Pre-K,Female,White,2,Yes,No,Not Applicable,English,3,3,1,6
14053,3rd Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,2
14054,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
14055,Pre-K,Male,Black,3,No,No,Not Applicable,Other,0,0,0,1
14056,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
14057,9th Grade,,White,3.33,Yes,No,Not Applicable,Chinese,0,0,0,1
14058,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14059,7th Grade,Female,White,2,No,No,Not Applicable,Other,0,0,0,5
14060,8th Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,1
14061,9th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,2,3
14062,5th Grade,Female,Asian,2.67,No,No,Not Applicable,English,0,0,0,1
14063,1st Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
14064,2nd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,3
14065,4th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
14066,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
14067,6th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
14068,7th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
14069,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
14070,9th Grade,Male,Asian,2,No,No,Not Applicable,English,0,0,0,1
14071,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,3,8,9,9
14072,12th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
14073,7th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
14074,5th Grade,,Black,3,No,No,Not Applicable,Spanish,0,0,0,0
14075,5th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
14076,4th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,0
14077,5th Grade,Female,White,3,No,Yes,Other,English,0,0,0,0
14078,3rd Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,10
14079,5th Grade,Female,Native,2,No,No,Not Applicable,Chinese,0,0,0,0
14080,7th Grade,Male,White,2.33,No,No,Not Applicable,Other,0,0,0,3
14081,9th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
14082,4th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
14083,2nd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
14084,2nd Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,Spanish,0,0,0,2
14085,9th Grade,Female,White,3,No,No,Not Applicable,English,2,8,11,12
14086,2nd Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,0
14087,3rd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,0
14088,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,English,1,2,2,7
14089,2nd Grade,Male,White,3.33,No,No,Not Applicable,English,,,,29
14090,6th Grade,Female,Hispanic,2.33,No,Yes,Autism,English,0,0,0,2
14091,6th Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,2
14092,2nd Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
14093,2nd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,4
14094,Pre-K,Male,White,2.33,No,Yes,Other,English,0,0,0,4
14095,10th Grade,Female,,3.33,Yes,No,Not Applicable,English,0,0,0,2
14096,12th Grade,Male,Black,3.67,No,No,Not Applicable,English,0,0,0,3
14097,1st Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,1
14098,11th Grade,Female,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,0,1
14099,5th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,,,,8
14100,4th Grade,Male,Black,2,Yes,No,Not Applicable,English,0,0,0,4
14101,7th Grade,Male,White,3.33,No,No,Not Applicable,English,4,3,1,7
14102,Kindergarten,Male,Black,3,No,Yes,Speech/Language Impairments,English,0,0,0,1
14103,2nd Grade,Female,White,4,Yes,No,Not Applicable,English,0,0,0,0
14104,11th Grade,Male,White,2.67,Yes,Yes,Other,English,0,0,0,1
14105,4th Grade,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,3
14106,10th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,2
14107,9th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
14108,Kindergarten,Male,Black,2.67,Yes,No,Not Applicable,Chinese,0,0,0,2
14109,Pre-K,Male,Black,3,No,Yes,Speech/Language Impairments,Spanish,1,1,1,7
14110,1st Grade,Female,Black,2.33,Yes,No,Not Applicable,Other,0,0,0,4
14111,Kindergarten,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,0
14112,Pre-K,Female,Black,2,No,No,Not Applicable,English,0,0,0,3
14113,1st Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,1
14114,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,4,3,3,7
14115,6th Grade,Male,Multi-racial,2.67,No,No,Not Applicable,Spanish,0,0,0,1
14116,Kindergarten,Male,White,3.33,No,No,Not Applicable,English,0,0,1,1
14117,5th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,1
14118,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
14119,9th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14120,8th Grade,Male,Black,2.67,Yes,No,Not Applicable,Chinese,0,0,0,1
14121,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
14122,3rd Grade,Female,Black,2,Yes,Yes,Speech/Language Impairments,English,0,0,0,0
14123,Pre-K,Female,White,2.33,Yes,No,Not Applicable,English,2,2,2,7
14124,6th Grade,Female,Asian,3,No,No,Not Applicable,Chinese,0,0,0,0
14125,1st Grade,Female,Black,3,No,Yes,Specific Learning Disability,Spanish,0,0,0,1
14126,4th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
14127,2nd Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,1
14128,4th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
14129,Kindergarten,Male,White,3,Yes,No,Not Applicable,Other,0,0,1,4
14130,Kindergarten,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
14131,9th Grade,Male,White,3.33,No,No,Not Applicable,Other,0,0,0,3
14132,4th Grade,Female,White,2.67,Yes,Yes,Emotional Disturbance,English,0,0,0,2
14133,12th Grade,Male,White,3,No,No,Not Applicable,English,1,2,1,6
14134,1st Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,4
14135,5th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,0
14136,1st Grade,Male,White,3,Yes,No,Not Applicable,English,,,,12
14137,3rd Grade,Female,Hispanic,3,No,No,Not Applicable,Other,0,0,0,0
14138,3rd Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,Spanish,0,0,0,0
14139,Pre-K,Male,Hispanic,2,No,No,Not Applicable,English,0,0,0,0
14140,6th Grade,Female,Black,3,No,No,Not Applicable,English,1,1,3,6
14141,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
14142,Pre-K,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
14143,4th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,2
14144,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
14145,6th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,0
14146,3rd Grade,Male,Hispanic,2.33,No,No,Not Applicable,English,,,,13
14147,4th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,5
14148,Kindergarten,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,0
14149,4th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,3
14150,6th Grade,Male,Hispanic,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,1
14151,5th Grade,Female,White,3,No,No,Not Applicable,Other,2,2,3,8
14152,8th Grade,Female,Hispanic,3,Yes,Yes,Speech/Language Impairments,English,,,,10
14153,5th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,1
14154,6th Grade,Female,Black,2.67,No,No,Not Applicable,Other,0,0,0,2
14155,Kindergarten,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
14156,Kindergarten,Male,White,2,No,Yes,Speech/Language Impairments,English,0,0,0,1
14157,11th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,1
14158,5th Grade,Male,Black,3,No,No,Not Applicable,Spanish,0,0,0,2
14159,4th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
14160,10th Grade,Female,White,2.67,No,Yes,Speech/Language Impairments,Spanish,0,0,0,3
